2931 0.00013731831859331578 0.8458552360534668 0.8240131735801697 0.8651315569877625 0.4722158654929238 0.5956460599090656 0.5254901960784314 0.8 0 0 0 0 0 0 0 7863 2488 288
4245 0.00020235094416420907 0.9305656552314758 0.9103215336799622 0.9593908786773682 0.07438559417834313 0.6713094191298598 0.6235294117647059 0.7803921568627451 0 0 0 0 0 0 0 0 11169 1876
2982 4.350106974015944e-05 0.9361998438835144 0.9219600558280945 0.9437385201454163 0.6587937268749843 0.6118188103038864 0.39215686274509803 0.7254901960784313 0 0 0 0 0 1 110 775 4635 2307
3027 0.0 0.8791946172714233 0.8791946172714233 0.8791946172714233 0.21304587611340126 0.6298351526936845 0.5686274509803921 0.7803921568627451 0 0 0 0 0 0 0 1265 5215 175
3369 9.621433127904311e-05 0.939902126789093 0.9266212582588196 0.9573379158973694 0.06076199284660135 0.6787335343901308 0.5294117647058824 0.7607843137254902 0 0 0 0 0 0 0 14 5331 4856
3204 3.686718991957605e-05 0.9440845251083374 0.9326424598693848 0.9568220376968384 0.30805901289714627 0.6121999242174746 0.5333333333333333 0.7647058823529411 0 0 0 0 0 0 0 1107 9149 818
5271 6.27256158622913e-05 0.9685500264167786 0.952212393283844 0.9823008179664612 0.32540216163286917 0.6486161737885128 0.5568627450980392 0.7490196078431373 0 0 0 0 0 0 0 12 11202 4504
7512 0.00010099803330376744 0.9478179216384888 0.9335863590240479 0.9601519107818604 0.2323585407348138 0.5564695721386295 0.49019607843137253 0.6941176470588235 0 0 0 0 0 0 0 1884 10966 1044
4257 0.00011932507914025337 0.9021040797233582 0.8824503421783447 0.9304635524749756 0.5519837760490752 0.6046778605768638 0.35294117647058826 0.792156862745098 0 0 0 0 0 23 137 10529 4411 798
5415 3.007574559887871e-05 0.9017112851142883 0.8929187655448914 0.911916971206665 0.5482484303222269 0.6530809753521972 0.396078431372549 0.7607843137254902 0 0 0 0 0 2 145 1175 8650 3100
7617 7.643808203283697e-05 0.9269167184829712 0.9068219661712646 0.9467554092407227 0.3815901005433674 0.6905356514932829 0.2235294117647059 0.7843137254901961 0 0 0 0 11 65 55 71 9490 3635
5706 6.071919415262528e-05 0.9265977144241333 0.9160714149475098 0.9428571462631226 0.07711912097044331 0.6500335016920905 0.5882352941176471 0.7372549019607844 0 0 0 0 0 0 0 0 8568 2962
4638 3.121605550404638e-05 0.9823555946350098 0.9760275483131409 0.9931507706642151 0.09885134680346018 0.684202155804496 0.6313725490196078 0.7725490196078432 0 0 0 0 0 0 0 0 6096 6874
3438 0.00015628573601134121 0.922950804233551 0.9016392827033997 0.9409835338592529 1.3290562145268932 0.5435114442586199 0.25882352941176473 0.796078431372549 0 0 0 0 8 75 3128 4876 1113 578
